Baan On Nut Sukhumvit 77,"
1135 ซอย อ่อนนุช ถนน สุขุมวิท 77 Khwaeng Suan Luang, Khet Suan Luang
","72,72,80,96,151,72,145,44,80,36,104","15,000,15,000,13,000,16,000,28,500,15,000,65,000,19,000,13,000,6,500,21,000"
Baan Montida,"
3007/3 Sukhumvit Road, Khwaeng Bang Chak, Khet Phra Khanong
","117,55,110,110,55,55.7,62,117","55,000,30,000,62,000,63,000,35,000,31,000,34,000,63,000"
Chambers On - nut Station,"
Thailand, Bangkok, Siri Phot Alley
","26,27,27,36,26.35,26,26.35,31,27,26,36,26.5,26,28,26,26,27,26,26,26","16,500,15,000,12,500,18,000,17,280,16,200,16,740,18,500,16,000,15,000,18,000,16,000,17,000,16,000,17,000,15,000,15,000,15,000,15,000,15,000"
The Willows,"
29 Thanon Naradhiwat Rajanagarindra, Khwaeng Thung Maha Mek, Khet Sathon
","181,70,181,120,70,113,58,113,181,131,113,181,181,181,70,113,131,131,65,181","130,000,55,000,130,000,90,000,55,000,60,000,45,000,82,000,120,000,75,000,70,000,100,000,130,000,130,000,50,000,90,000,72,000,75,000,50,000,130,000"
The Sukhothai Residences,"
Soi Sathon 1, Lane 1, Khwaeng Thung Maha Mek, Khet Sathon
","361.72,266.21,130,175.6,134,123,134,134,134.33,134,195,134,286.92,139,176,395,134,242,150,236.34","330,000,240,000,100,000,130,000,120,000,90,000,120,000,115,000,130,000,120,000,170,000,120,000,300,000,80,000,130,000,350,000,120,000,230,000,120,000,250,000"
The Station Sathorn - Bangrak,"
Soi Na Nakhon, Yannawa, Sathon, Bangkok 10120
","32,39,35,30,56,36,30,75,30,40,38,30,30,34,60,47,65,35,30,54","12,000,13,000,11,500,10,000,19,500,11,000,11,000,28,000,11,000,11,000,12,000,10,500,11,000,11,000,22,000,15,000,20,000,11,000,12,000,20,000"
B Republic,"
Wachiratham Sathit 34, Bang Chak, Phra Khanong, Bangkok 10260
","42,51,50,43,41.5,42.85,41,41,41,41,41,41.75,25,26,42,25.66,41,26,26.08","15,000,17,000,17,000,15,000,14,000,14,000,16,000,15,000,15,000,15,000,16,000,15,000,8,000,8,000,16,500,9,500,15,000,8,000,12,000"
The Seed Mingle,"
Soi Phrasat Court, Thung Maha Mek, Sathon, Bangkok 10500
","27,28,43,38,43,46,42,46,43,42,42,42,75,40,42,28,46,26,40,44","13,000,15,000,20,000,22,000,24,000,23,000,22,000,25,000,22,000,24,000,27,000,22,000,32,000,24,000,22,000,15,000,24,000,14,000,25,000,27,000"
The Room Sathorn - St.Louis,"
Soi Chan 18/7, Khwaeng Thung Wat Don, Khet Sathon
","50,35,79,42,35,35,35,35,35,34,35,35.5,35,35,35,35,35,34.95,35,35","30,000,22,000,60,000,20,000,16,000,20,000,19,000,19,000,20,000,18,000,23,000,18,000,18,000,20,000,18,22k,22,000,23,000,16,900,22,000,18,000"
The Parco,"
95/10 ถนน นางลิ้นจี่ Khwaeng Chong Nonsi, Khet Yan Nawa
","122,122,151,122,122,220,122,122,122,78,110,223,122,122,151,76,122,122,122,122","55,000,60,000,100,000,65,000,60,000,150,000,60,000,60,000,65,000,49,000,58,000,170,000,56,000,65,000,120,000,45,000,65,000,65,000,63,000,60,000"
The Natural Place Suite,"
Soi Ngam Du Phli, Thung Maha Mek, Sathon, Bangkok 10120
","125,150,400,400,65,150,150,400,150,70,150,126,127,150,131,125,127,125,150,152,402","53,000,45,000,120,000,120,000,28,000,45,000,45,000,120,000,45,000,18,500,45,000,40,47k,45,000,57,000,53,000,50,000,50,000,45,000,42,000,112,000"
The Hudson Sathorn 7,"
Soi Sathon 7, Lane 3, Khwaeng Thung Maha Mek, Khet Sathon
","89,90.58,89,85,89,55.4,75,54.94,89,85.43,88.75,88.5,90.2,89,90,89,88.5,93,89,154,50","55,000,55,000,55,000,55,000,50,000,42,000,70,000,32,000,60,000,52,000,60,000,60,90k,60,000,50,000,60,000,60,000,60,000,55,000,100,000,30,000"
The Maple Sathon - Narathiwat,"
93 Soi Akhan Songkhro 7, Khwaeng Thung Wat Don, Khet Sathon
","135,135,135,133.5","45,000,45,000,45,000,45,000"
The Met,"
Thanon Sathon Tai, Khwaeng Thung Maha Mek, Khet Sathon
","198,192.26,94,228,193.7,198,92,92,195,193,198,102,224,368,198,193,92.22,190,95,90,103","90,000,105,000,46,000,135,000,110,000,100,000,50,000,60,000,120,000,125,000,120,000,45,000,150,000,180,000,115,000,120,000,70,000,115,000,60,000,48,58k"
The Empire Place,"
Naradhiwas Rajanagarindra Road, Khwaeng Thung Maha Mek, Khet Sathon
","65,99,112,65,183,183,99,100,65,65,100,100,105,65,158,156,167,212,108,65,65","25,000,50,000,50,000,35,000,89,000,85,000,48,000,50,000,30,000,32,000,50,000,50,000,45,000,30,000,95,000,58,70k,100,000,58,000,32,000,35,000"
Thada court,"
53/6 Thanon Yen Akat, Khwaeng Chong Nonsi, Khet Yan Nawa
",200,"40,000"
The Anantara Residence Sathorn,"
78/15 Naradhiwat Rajanagarindra Rd, Khwaeng Yan Nawa, Khet Sathon
",,
T Series Place,"
579 Soi Yu Di, Khwaeng Bang Khlo, Khet Bang Kho Laem
",,
The Diplomat Sathorn,"
144 Sathon Nuea Rd, Khwaeng Silom, Khet Bang Rak
","76,78,45,40,52,168,70,47,76.5,79,76,55,68.5,45,45,42.5,45,42,54,45,52","60,000,50,000,35,000,40,000,45,000,220,000,70,000,49,000,65,000,55,000,65,000,55,000,52,000,28,000,33,000,32,45k,39,000,42,000,34,000,45,000"
The Bangkok Narathiwas Ratchanakarint,"
Soi Chan 16, Lane 4, Khwaeng Thung Wat Don, Khet Sathon
","75,76,75,76,80,80,146,75,80,76,73,80,30,80,80,130,51,158,–,76","30,000,28,000,35,000,28,000,28,000,30,000,50,000,33,000,28,000,28,000,29,000,27,000,30,000,28,000,25,000,42,000,20,000,38,000,15,000,29,000"
Supreme Residence,"
Praphansak, Thung Maha Mek, Sathon, Bangkok 10120
","340,340,340,338","150,000,130,000,130,000,130,000"
Supreme Ville,"
Thanon Yen Akat, Thung Maha Mek, Sathon, Bangkok 10120
","116,74,116,85,142,230,142,105,69,97,144,142,116,116,116,105.64,116,105,143,84.98","39,000,26,000,50,000,27,000,54,000,75,000,60,000,50,000,25,000,40,000,60,000,60,000,39,000,39,000,39,000,37,000,39,000,50,000,60,000,35,000"
The Bangkok Sathorn,"
251 S Sathorn Rd, Khwaeng Yan Nawa, Khet Sathon
","55,122,59,67,61.6,59.3,117,67,64,60,60,65,62,67,62,61.5,126,104.2,64,65","38,000,185,000,55,000,54,000,60,000,50,000,90,000,40,000,38,000,60,000,50,000,45,000,53,000,38,000,38,000,60,000,160,000,95,000,50,000,55,000"
Supreme Garden,"
28 Soi Yen Akat 1, Khwaeng Thung Maha Mek, Khet Sathon
","250,250,250,250,285,270,278","120,000,120,000,120,000,130,000,115,000,120,000,120,000"
Suan Phinit Place,"
142 Soi Naradhiwas Rajanagarindra 7, Khwaeng Thung Maha Mek, Khet Sathon
","170,155,170,170,170,450,175,450,450,170,155,450","73,000,63,000,73,000,73,000,73,000,250,000,75,000,250,000,250,000,75,000,65,000,250,000"
Supreme Classic,"
Praphansak, Thung Maha Mek, Sathon, Bangkok 10120
","350,335.75,320","100,000,110,000,90,000"
Supreme Elegance,"
Nang Linchi 6, Thung Maha Mek, Sathon, Bangkok 10120
","145,220,133,148,145,440,150,185,148,181","45,000,60,000,40,000,50,000,50,000,423,720,45,000,60,000,50,000,75,000"
Supalai Elite Sathorn - Suanplu,"
198/69 Thanon Suan Phlu, Khwaeng Thung Maha Mek, Khet Sathon
","52,51,53,50,83.5,82,266,84,51,83,265.92,83,53,85,51,51,53,51.5,83,83.5,84","27,000,35,000,32,000,35,000,50,000,50,000,200,000,55,000,35,000,55,000,200,000,55,000,26,000,48,000,35,000,40,000,27,000,30,000,53,000,45,000"
Sriwattana Apartment,"
209-211 Soi Hutayana, Khwaeng Thung Maha Mek, Khet Sathon
","165,165,160","45,000,45,000,45,000"
Supalai Oriental Place Sathorn - Suanplu,"
Soi Sathon 3, Thung Maha Mek, Sathon, Bangkok 10500
","40,40,40,102,40,40,40,52,40,120,40,102,40,40,50,102,51,40,100,123,135","13,000,14,000,15,000,33,000,16,000,14,000,16,000,25,000,15,000,40,000,14,000,30,000,15,000,18,000,14,000,30,000,17,000,18,000,35,000,32,38k"
Somerset Park Suanplu,"
Thanon Suan Phlu, Khwaeng Thung Maha Mek, Khet Sathon
","120,470,–,240,120,200,100,70,240,100,70,100","85,000,220,000,65,000,98,000,95,000,116,000,80,000,70,000,90,000,89,000,70,000,85,000"
St. Louis Grand Terrace,"
Soi Saint Louise 3, Yannawa, Sathon, Bangkok 10500
","78,120,48,80,47,108,105,40,47,108,48,50,108,105,45,47,110,50,157,49,84","32,000,45,000,15,000,30,000,20,000,45,000,35,000,20,000,18,000,50,000,20,000,22,000,40,000,40,000,16,18k,34,000,19,000,55,000,23,000,30,000"
Serenity Park,"
54 Soi Ngam Duphli, Khwaeng Thung Maha Mek, Khet Sathon
","230,240,235,235,235,225","85,000,120,000,80,000,85,000,85,000,89,000"
Siam Penthouse 2,"
Soi Atthakan Prasit, Thung Maha Mek, Sathon, Bangkok 10120
","175,175,175,184,184,175,175,175,170,175,175,175,175,400,175,170,175","70,000,70,000,68,000,63,500,65,500,68,000,70,000,70,000,55,000,68,000,55,000,68,000,55,000,65,000,65,000,54,900,55,000"
Sky Villas Sathorn,"
187 Thanon Sathon Tai, Khwaeng Yan Nawa, Khet Sathon
","106,561.6,193,197,90.4,90,90.44,69.55,90.44,90,175,125.29,91.63,74.36,90,124,90.4,197.3,215.13,215.13,104.44","65,000,250,000,100,000,110,000,48,000,45,000,50,000,45,000,50,000,45,000,80,000,68,000,65,000,55,000,50,70k,48,000,90,000,120,000,120,000,60,000"
Sathorn Suite,"
195 Naradhiwas Rajanagarindra Rd, Khwaeng Yan Nawa, Khet Sathon
","66,67,67,67,72,79.58,67.44,69","20,000,16,000,23,000,25,000,22,000,25,000,18,000,15,000"
Sathorn Ville,"
237/4 South Sathorn Road, Khwaeng Yan Nawa, Khet Sathon
",,
Sawang Apartment,"
142 Soi Naradhiwas Rajanagarindra 7, Khwaeng Thung Maha Mek, Khet Sathon
","150,140,140,160,160,160,160,160,150,160,145","50,000,55,000,55,000,48,000,55,000,50,000,45,000,50,000,50,000,55,000,55,000"
Sathorn Plus On The Pond,"
Thanon Yen Akat, Chong Nonsi, Yannawa, Bangkok 10120
","54,55,53,53,53,73,55,53,56,60,58,55","20,000,23,000,23,000,20,000,23,000,30,000,18,000,23,000,28,000,28,000,25,000,22,000"
Sathorn Seven Residence,"
Soi Sathon 7, Lane 3, Khwaeng Thung Maha Mek, Khet Sathon
","190,193,531,193,193,193,193,193,257,210,257,193,193,257,531,257,200,275,193","70,000,70,000,200,000,70,000,70,000,70,000,70,000,80,000,100,000,71,500,100,000,75,000,80,000,100,000,180,000,100,000,75,000,100,000,100,000"
Sathorn Park Place,"
Soi Hutayana, Thung Maha Mek, Sathon, Bangkok 10500
","236,236,237,238,237,291,470.82,236.02,291,236.02,236.02,341,291,341.6,236,236,340,240,291,236","65,000,65,000,70,000,80,000,70,000,75,000,160,000,90,000,100,000,95,000,95,000,140,000,100,000,95,000,47,000,75,000,100,000,80,000,100,000,70,000"
Sathorn Grand Residence,"
Soi Yen Chit 6, Khwaeng Thung Wat Don, Khet Sathon
","25,25,25,25,24,25.27","10,000,9,000,8,500,8,000,7,000,10,000"
Sathorn Plus - By The Garden,"
3 Thanon Yen Akat, Khwaeng Chong Nonsi, Khet Yan Nawa
","78,56,73,56,85,81,85,54,51,53,80,80,73,56,73,53,89,53,54,78","28,000,22,000,28,000,25,000,25,000,30,000,25,000,20,000,18,000,23,000,25,000,25,000,27,000,20,21k,27,28k,22,000,24,000,22,000,25,000,32,000"
Sathorn Heritage,"
Soi St Louis 3 Yaek 9, Yannawa, Sathon, Bangkok 10500
","110,70,68,121,166,70,64,166,68.1,40.25,68,68,185,121,40,68,40,65,40.25,40.26","50,000,28,000,28,000,55,000,60,000,30,000,40,000,60,000,35,000,12,000,30,000,35,000,85,000,55,000,18,000,35,000,25,000,30,000,14,000,20,000"
Sathorn Happy Land Tower,"
Sathorn Suite, Khwaeng Yan Nawa, Khet Sathon
","67,79.53,60,69.45,67,67,44,45,67.44,67.44,67.44,133","20,000,25,000,16,000,15,000,25,000,17,000,15,000,14,000,25,000,18,000,18,000,35,000"
Sathorn Crest,"
Soi Sathon 1, Lane 2, Khwaeng Thung Maha Mek, Khet Sathon
","280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280","80,000,95,000,95,000,85,000,100,000,100,000,95,000,100,000,95,000,100,000,95,000,90,000,100,000,90,000,100,000,100,000,100,000,100,000,100,000,95,000"
SanguanSap Mansion,"
54 Soi Naradhiwas Rajanagarindra 4, Khwaeng Yan Nawa, Khet Sathon
","250,250,250,180,250,155","75,000,75,000,75,000,55,000,75,000,55,000"
Saint Louis Mansion,"
24 Soi Sathon 13 Yaek 6, Khwaeng Yan Nawa, Khet Sathon
","105,125","34,000,40,000"
Sathorn Condo Place,"
Thanon Yen Akat, Chong Nonsi, Yannawa, Bangkok 10120
",68,"18,000"
Sathorn Gardens,"
Sathon Tai, Thung Maha Mek, Sathon, Bangkok 10120
","210,164,200,86,86,210,200,79,65,200,310,95,90,63,67,74,220,43,51,50,86","120,000,86,000,90,000,33,000,30,000,120,000,100,000,35,000,30,000,90,000,100,000,40,000,45,000,30,000,30,000,35,000,90,000,18,19k,22,000,30,000"
S9 apartment sathorn,"
19 ซอย สาทร 11 Khwaeng Yan Nawa, Khet Sathon
","65,75","25,30k"
Prima Sathorn Building,"
195-208 Thanon Naradhiwat Rajanagarindra, Khwaeng Thung Maha Mek, Khet Sathon
",,
Praphai House,"
ซอย นางลิ้นจี่ 2 Khwaeng Thung Maha Mek, Khet Sathon
","370,220,336","135,000,90,000,130,000"
Quad Sathon,"
Naradhiwas Rajanagarindra 6, Yannawa, Sathon, Bangkok 10500
","35,68.76,35,35,67.8,30,35,35,30,35,28,25.04,25.04,30,28,35,35,29,25,35","17,000,38,000,15,000,16,000,30,000,16,500,13,000,12,000,13,000,16,000,15,000,15,000,15,000,15,000,15,000,17,000,17,000,15,000,12,500,17,000"
Pikul Place,"
Soi Phikun, Yannawa, Sathon, Bangkok 10500
","127,259,160,259,140,140,140,140","35,000,85,000,40,000,95,000,33,000,32,000,35,000,40,000"
Rhythm Sathorn - Narathiwas,"
88 Naradhiwas Rajanagarindra Road, Khwaeng Yan Nawa, Khet Sathon
","38,–,40,61,60,38,62,36,46,35.5,65,61,62,35,40,57,55,45,66,60,62,80","16,000,35,000,25,000,45,000,35,000,25,000,30,000,21,000,30,000,18,000,35,000,35,000,40,000,22,000,25,000,30,000,28,000,32,50k,40,000,41,43k"
Peace Private Place,"
31 Soi Sathon 13, Khwaeng Yan Nawa, Khet Sathon
","76,76,76,76","25,000,25,000,25,000,25,000"
Pantip Court,"
43 Soi Sathon 1, Khwaeng Thung Maha Mek, Khet Sathon
","370,162,97,230,97","250,000,70,000,63,000,230,000,63,000"
Rhythm Sathorn,"
143 Thanon Sathon Tai, Khwaeng Yan Nawa, Khet Sathon
","45,37,50,55,35,67,38,35,35,35,45,50,35,50,35,45,45,50,66,35","25,000,23,000,30,000,44,000,20,000,40,000,25,000,21,000,20,000,23,000,28,000,30,000,19,000,25,000,25,000,30,000,25,000,35,000,42,000,29,000"
Palm estate,"
3 ถนน นางลิ้นจี่ Khwaeng Thung Maha Mek, Khet Sathon
",,
Niti Court,"
14/2 Soi Praphansak, Khwaeng Thung Maha Mek, Khet Sathon
","280,280,140,70","125,000,125,000,60,000,45,000"
Pimarn Mansion,"
Soi Sathon 7, Lane 4, Khwaeng Thung Maha Mek, Khet Sathon
","1,000,380,360,1,000,380,360,1,000,360,380,380,380,380,1,000,360,520,380,380,380,27.5,360","250,000,130,000,145,000,280,000,130,000,135,000,280,000,175,000,185,000,130,000,160,000,185,000,350,000,130,000,250,000,150,000,130,000,130,000,20,000,175,000"
Mini House Apartment,"
11 Soi Saint Louise 2, Khwaeng Yan Nawa, Khet Sathon
","160,160,160,160,140,150,160,160,140,160,160,160","45,000,45,000,45,000,45,000,40,000,45,000,40,000,40,000,40,000,40,000,45,000"
Lumpini Ville Phra Mae Maree - Sathorn,"
12-88 Soi Chan 27, Khwaeng Thung Wat Don, Khet Sathon
","106,60,45,30,30,65,60","25,000,15,500,13,900,8,000,8,500,18,000,15,000"
Marsh Tien Zieng,"
Soi Sathon 7, Lane 4, Khwaeng Thung Maha Mek, Khet Sathon
","70,125,193,89,120,70,82,135,75","25,000,45,000,140,000,41,000,45,000,37,000,35,000,48,000,32,000"
Narathorn Place,"
Soi Phra Phinit, Thung Maha Mek, Sathon, Bangkok 10500
","484,484,484,148,148.56,148.56,484,230,148.56,484","260,000,260,000,260,000,69,000,85,000,75,000,200,000,85,000,85,000,260,000"
Nara 9 by Eastern Star,"
651 Naradhiwas Rajanagarindra Rd, Khwaeng Thung Maha Mek, Khet Sathon
","43,39,78,43,66,66,39,39,43,43,39,66,68,43,66,38,26,000,43,66,66","38,000,32,000,70,000,26,000,47,000,48,000,25,000,25,000,35,000,32,000,25,000,46,000,45,000,30,000,55,000,25,000,26,000,35,000,50,000,50,000"
Marriott Executive Apartments Sathorn Vista,"
Thanon Suan Phlu, Khwaeng Thung Maha Mek, Khet Sathon
","130,100,75,42","153,000,129,000,98,000,40,000"
Merlin Tower,"
631 Soi Naradhiwas Rajanagarindra 14, Khwaeng Thung Wat Don, Khet Sathon
","80,60,60,40,60,80,40,80,40,80","13,000,8,000,12,000,7,200,12,000,15,000,6,000,15,000,7,500,15,000"
L6 Residence,"
95 Thanon Nang Linchi, Khwaeng Chong Nonsi, Khet Yan Nawa
","480,230,550,250,460,240,220","180,000,85,000,180,000,95,000,250,000,95,000,90,000"
Krisna Residence,"
47 Soi Bon Kai, Khwaeng Thung Maha Mek, Khet Sathon
","200,300,260,200","65,000,160,000,100,000,80,000"
Lumpini Place Suanplu - Sathorn,"
435/117 Soi Phrasat Court, Khwaeng Thung Maha Mek, Khet Sathon
","30,31,32,31,30,30,61,30,32,32,35,74,31,32,31,30.42,30.42,30.5,62","12,500,12,000,13,000,12,500,15,000,13,000,22,000,13,000,14,000,14,000,12,000,26,000,15,000,14,000,13,000,13,000,13,000,10,000,22,000"
Lumpini Place Sathorn,"
160 ถนน นราธิวาสราชนครินทร์ Khwaeng Thung Maha Mek, Khet Sathon
","30,37,32,30,26,30,30,30,61.2,30,30,30,30,60,30,30,60,30,30,60","10,000,10,000,10,000,9,000,13,000,9,000,11,000,13,000,28,000,10,000,16,000,16,000,10,000,16,000,10,000,13,000,22,000,13,000,10,000,25,000"
Knightsbridge Prime Sathorn,"
79 Thanon Naradhiwat Rajanagarindra, Khwaeng Thung Maha Mek, Khet Sathon
","43,37,37,44,38,37,38,37,44,45,26,37,37,38,26,24.64,30.5,30,36,44","25,000,27,000,27,000,30,000,37,000,29,000,27,000,26,000,30,000,35,000,16,000,27,000,29,000,34,500,16,000,18,000,26,000,29,000,32,000,33,000"
Issara Collection Sathorn,"
20/2 Soi Praphansak, Khwaeng Thung Maha Mek, Khet Sathon
",,
Lumpini Park View,"
1032/1-5 Thanon Rama IV, Khwaeng Thung Maha Mek, Khet Sathon
","60,60,60,110,60,60,36,140,36,60,60,40,60,102,67,62,60,60,51,32","20,000,18,000,30,000,75,000,20,000,20,000,13,000,140,000,15,000,20,000,20,000,18,000,25,000,47,000,28,000,23,000,18,000,20,000,55,000,18,000"
Keha Bangkapi,"
Soi Naradhiwas Rajanagarindra 16, Khwaeng Thung Wat Don, Khet Sathon
",,
Four Seasons Private Residences,"
1783 Charoen Krung Rd, Khwaeng Yan Nawa, Khet Sathon
","124.39,192","150,000,220,000"
Flawless Sathorn Residence,"
Soi Saint Louise 1, Khwaeng Yan Nawa, Khet Sathon
","25,25.25,30","14,000,12,000,16,000"
Esmeralda Apartments,"
31 Soi Ngam Duphli, Khwaeng Thung Maha Mek, Khet Sathon
","175,180,280,135,185,200,220,200,208,185,175,220,135,175,200,135,200,208,208,135,208","65,000,80,000,65,000,60,000,80,000,85,000,90,000,85,160k,85,000,65,000,80,000,60,000,65,000,85,000,55,60k,80,000,90,000,80,000,60,000,90,000"
Chandra Thip,"
Prong Arom, Thung Wat Don, Sathon, Bangkok 10120
",,
Banyan Tree Residences Bangkok,"
21 Thanon Sathon Tai, Khwaeng Thung Maha Mek, Khet Sathon
",,
Fuse Chan - Sathorn,"
2008/4 Thanon Chan, Khwaeng Chong Nonsi, Khet Yan Nawa
","60,26,32,70,60,58,61,30,30,26,35,30,70,32.5,34,57,27,32.54,57,30","22,000,10,000,18,25k,33,000,28,000,25,000,27,000,13,000,13,000,12,000,15,000,10,000,35,000,17,000,14,000,26,000,11,000,15,500,26,000,13,500"
Castle Suite Apartment,"
166 ซอย นราธิวาสราชนครินทร์ 5 Khwaeng Thung Maha Mek, Khet Sathon
",490,"130,000"
Bangkok Horizon Lazi,"
Naradhiwas Rajanagarindra 14, Thung Wat Don, Sathon, Bangkok 10500
",27,"15,000"
Bangrak Condominium,"
49 Soi Charoen Krung 63, Khwaeng Yan Nawa, Khet Sathon
",40,"9,000"
Baan Suan Mark - Sathorn,"
ซอย นางลิ้นจี่ 2 Khwaeng Thung Maha Mek, Khet Sathon
","250,265","85,000,150,000"
Baan Suan Chan,"
60/1 Thanon Chan, Khwaeng Thung Maha Mek, Khet Sathon
","480,85,140,50,90","120,000,29,000,53,000,21,000,30,000"
Baan Thirapa,"
9 Soi Phra Phinit, Khwaeng Thung Maha Mek, Khet Sathon
","120,190,260,190,180,190,75,190,200,79,126,189,158,126,200,190,120,190,79,200","70,000,70,000,85,000,65,000,75,000,75,000,30,000,65,000,71,500,31,500,45,500,71,500,52,500,45,500,68,500,60,000,48,000,70,000,33,500,71,500"
Bangkok Horizon Sathorn,"
15 Soi Naradhiwas Rajanagarindra 14, Khwaeng Thung Wat Don, Khet Sathon
","33,35,27,32,43,32,27.12,34,27,27,28,27,35,29,29,36,28,28,28,31.79","16,000,16,000,14,000,14,000,20,000,20,000,15,000,19,000,14,000,13,000,13,000,13,500,16,000,11,500,12,500,15,000,13,500,13,000,13,000,20,000"
Blossom Condo @ Sathorn - Charoenrat,"
Thanon Charoen Rat, Khwaeng Thung Wat Don, Khet Sathon
","60,30,48,30.21,48.58,48.58,62,45,63,64,63,30,30,48,45,46,48,30,64,47","28,000,13,000,18,000,13,000,22,000,22,000,32,000,23,000,32,000,30,000,30,000,15,000,13,000,20,000,25,000,18,000,22,000,13,000,33,000,20,000"
Baan Yen Akard,"
Thanon Yen Akat, Chong Nonsi, Yannawa, Bangkok 10120
","245,245,245,245,300,245,245,245,245,245,190,245,228,245,245,483,245,285,300,245,245","95,000,75,000,80,000,95,000,80,000,90,000,95,000,90,95k,75,000,90,000,60,000,90,000,65,000,75,000,95,000,150,000,95,000,90,95k,75,000,65,000"
Centric Sathorn - Saint Louis,"
Soi Saint Louise 3, Yannawa, Sathon, Bangkok 10500
","73,33.78,59,35,39,39,44,34,42,59,59.5,34.5,35.79,37,39,36,59,33,33.9,35.79,33","37,000,20,000,35,000,20,000,22,500,19,000,21,000,20,000,21,500,28,000,35,000,20,000,20,21k,20,000,22,000,35,000,20,000,20,000,19,000,18,000"
Baan Suan Plu,"
2/1 Thanon Naradhiwat Rajanagarindra, Khwaeng Thung Maha Mek, Khet Sathon
","295,295,285,285,285,295,295,285,295,285,295,285,285,290,285,295,576,285,285,295,220","120,000,120,000,100,000,120,000,110,000,230,000,100,000,100,120k,100,000,100,000,100,000,120,000,100,000,100,000,100,120k,250,000,100,000,90,000,120,000,120,000"
Baan Siri Sathorn Suanplu,"
33-45 Soi Praphansak, Khwaeng Thung Maha Mek, Khet Sathon
","125,125,123.24,125,130,130,130,53.94,77,77,107,77.64,77,77,76.43,123,107,79,76,125","50,000,50,000,55,000,50,000,43,000,55,000,55,000,25,000,40,000,40,000,35,000,40,000,40,000,40,000,40,000,50,000,50,000,40,000,40,000,55,000"
Baan Siriyenakat,"
Soi Yen Akat 1, Thung Maha Mek, Sathon, Bangkok 10120
","55,55,55,81.2,55,81.2,55,55,55,54.56,54.63,81,85,118,70,80,84,81,118,81","30,000,30,000,30,000,35,000,25,000,30,000,30,000,25,000,25,000,25,000,20,000,35,000,35,000,45,000,43,000,43,000,35,000,45,000,40,000,35,000"
Baan Sathorn,"
31 Soi Ngam Duphli, Khwaeng Thung Maha Mek, Khet Sathon
","78,422,230,–,277,58,420,300,106","27,000,120,000,60,000,90,000,90,000,21,000,100,000,70,000,35,000"
Baan Siri Sathorn Yenakard,"
14-28 Thanon Yen Akat, Khwaeng Chong Nonsi, Khet Yan Nawa
","72,166,108,55,55,67,47,53,120,56,85,120,72,75,72,108,82,55,53,85","34,000,65,000,50,000,30,000,30,000,32,000,20,000,20,000,42,000,25,000,26,500,45,000,28,000,42,000,28,000,50,000,35,000,25,000,18,000,27,000"
Baan Sailom,"
5/12 ซอย นางลิ้นจี่ 2 Khwaeng Thung Maha Mek, Khet Sathon
","185,185,185,185,185,185,138,185,185,135,185","70,000,75,000,65,000,75,000,70,000,80,000,60,000,75,000,65,000,60,000,80,000"
Baan Siri Sathorn,"
33-45 Soi Praphansak, Khwaeng Thung Maha Mek, Khet Sathon
","108,130,70,73.48,36,47.35,75,75,75,108,74,75,74.5,75,38,51,75,74,77,108,54","50,000,55,000,40,000,35,000,14,000,22,000,42,000,42,000,32,000,50,000,26,000,42,000,28,000,50,000,16,000,25,000,42,000,28,33k,48,000,25,000"
Baan Sabai Rama 4,"
364 Soi Si Bamphen, Khwaeng Thung Maha Mek, Khet Sathon
","42,70","17,500,26,500"
Ariel Apartments,"
22/1 ซอย สาทร 11 Khwaeng Yan Nawa, Khet Sathon
","200,250,250,270,250,270,300,270,270,240,250,265","70,000,75,000,70,000,70,000,70,000,70,000,70,000,70,000,70,000,70,000,70,000,80,000"
Baan Koon Apartment,"
ซอย นางลิ้นจี่ 2 Khwaeng Thung Maha Mek, Khet Sathon
","705,570","380,000,300,000"
Baan Piya Sathorn,"
Thanon Suan Phlu, Thung Maha Mek, Sathon, Bangkok 10500
","95,193,193.29,96,95,137,92,91,68,92,139,193.29,337,91,92,92,68,190,137,93","45,000,50,000,75,000,35,000,45,000,45,000,50,000,43,000,35,000,50,000,62,000,75,000,120,000,45,000,40,000,43,000,35,000,80,000,60,000,40,000"
